datum,vakcina,kraj_nuts_kod,kraj_nazev,vekova_skupina,prvnich_davek,druhych_davek,celkem_davek
2021-02-17,Comirnaty,CZ053,"Pardubický kraj",75-79,34,0,34
2021-02-17,Comirnaty,CZ053,"Pardubický kraj",80+,517,2,519
2021-02-17,Comirnaty,CZ063,"Kraj Vysočina",18-24,2,8,10
2021-02-17,Comirnaty,CZ063,"Kraj Vysočina",25-29,3,7,10
2021-02-17,Comirnaty,CZ063,"Kraj Vysočina",30-34,8,11,19
2021-02-17,Comirnaty,CZ063,"Kraj Vysočina",35-39,3,14,17
2021-02-17,Comirnaty,CZ063,"Kraj Vysočina",40-44,11,11,22
2021-02-17,Comirnaty,CZ063,"Kraj Vysočina",45-49,11,36,47
2021-02-17,Comirnaty,CZ063,"Kraj Vysočina",50-54,8,22,30
2021-02-17,Comirnaty,CZ063,"Kraj Vysočina",55-59,16,19,35
2021-02-17,Comirnaty,CZ063,"Kraj Vysočina",60-64,15,12,27
2021-02-17,Comirnaty,CZ063,"Kraj Vysočina",65-69,8,7,15
2021-02-17,Comirnaty,CZ063,"Kraj Vysočina",70-74,11,8,19
2021-02-17,Comirnaty,CZ063,"Kraj Vysočina",75-79,5,18,23
2021-02-17,Comirnaty,CZ063,"Kraj Vysočina",80+,393,100,493
2021-02-17,Comirnaty,CZ064,"Jihomoravský kraj",0-17,1,5,6
2021-02-17,Comirnaty,CZ064,"Jihomoravský kraj",18-24,3,39,42
2021-02-17,Comirnaty,CZ064,"Jihomoravský kraj",25-29,8,40,48
2021-02-17,Comirnaty,CZ064,"Jihomoravský kraj",30-34,4,26,30
2021-02-17,Comirnaty,CZ064,"Jihomoravský kraj",35-39,8,56,64
2021-02-17,Comirnaty,CZ064,"Jihomoravský kraj",40-44,13,85,98
2021-02-17,Comirnaty,CZ064,"Jihomoravský kraj",45-49,15,102,117
2021-02-17,Comirnaty,CZ064,"Jihomoravský kraj",50-54,7,79,86
2021-02-17,Comirnaty,CZ064,"Jihomoravský kraj",55-59,14,99,113
2021-02-17,Comirnaty,CZ064,"Jihomoravský kraj",60-64,9,79,88
2021-02-17,Comirnaty,CZ064,"Jihomoravský kraj",65-69,9,78,87
2021-02-17,Comirnaty,CZ064,"Jihomoravský kraj",70-74,12,51,63
2021-02-17,Comirnaty,CZ064,"Jihomoravský kraj",75-79,10,50,60
2021-02-17,Comirnaty,CZ064,"Jihomoravský kraj",80+,488,445,933
2021-02-17,Comirnaty,CZ071,"Olomoucký kraj",18-24,26,0,26
2021-02-17,Comirnaty,CZ071,"Olomoucký kraj",25-29,65,1,66
2021-02-17,Comirnaty,CZ071,"Olomoucký kraj",30-34,66,2,68
2021-02-17,Comirnaty,CZ071,"Olomoucký kraj",35-39,52,3,55
2021-02-17,Comirnaty,CZ071,"Olomoucký kraj",40-44,57,2,59
2021-02-17,Comirnaty,CZ071,"Olomoucký kraj",45-49,51,5,56
2021-02-17,Comirnaty,CZ071,"Olomoucký kraj",50-54,20,3,23
2021-02-17,Comirnaty,CZ071,"Olomoucký kraj",55-59,19,4,23
2021-02-17,Comirnaty,CZ071,"Olomoucký kraj",60-64,13,13,26
2021-02-17,Comirnaty,CZ071,"Olomoucký kraj",65-69,11,10,21
2021-02-17,Comirnaty,CZ071,"Olomoucký kraj",70-74,7,11,18
2021-02-17,Comirnaty,CZ071,"Olomoucký kraj",75-79,4,8,12
2021-02-17,Comirnaty,CZ071,"Olomoucký kraj",80+,167,101,268
2021-02-17,Comirnaty,CZ072,"Zlínský kraj",18-24,11,2,13
2021-02-17,Comirnaty,CZ072,"Zlínský kraj",25-29,13,2,15
2021-02-17,Comirnaty,CZ072,"Zlínský kraj",30-34,4,4,8
2021-02-17,Comirnaty,CZ072,"Zlínský kraj",35-39,14,5,19
2021-02-17,Comirnaty,CZ072,"Zlínský kraj",40-44,16,6,22
2021-02-17,Comirnaty,CZ072,"Zlínský kraj",45-49,9,5,14
2021-02-17,Comirnaty,CZ072,"Zlínský kraj",50-54,11,9,20
2021-02-17,Comirnaty,CZ072,"Zlínský kraj",55-59,10,9,19
2021-02-17,Comirnaty,CZ072,"Zlínský kraj",60-64,10,9,19
2021-02-17,Comirnaty,CZ072,"Zlínský kraj",65-69,9,3,12
2021-02-17,Comirnaty,CZ072,"Zlínský kraj",70-74,16,2,18
2021-02-17,Comirnaty,CZ072,"Zlínský kraj",75-79,21,5,26
2021-02-17,Comirnaty,CZ072,"Zlínský kraj",80+,208,134,342
2021-02-17,Comirnaty,CZ080,"Moravskoslezský kraj",18-24,4,9,13
2021-02-17,Comirnaty,CZ080,"Moravskoslezský kraj",25-29,10,10,20
2021-02-17,Comirnaty,CZ080,"Moravskoslezský kraj",30-34,7,7,14
2021-02-17,Comirnaty,CZ080,"Moravskoslezský kraj",35-39,10,9,19
2021-02-17,Comirnaty,CZ080,"Moravskoslezský kraj",40-44,26,15,41
2021-02-17,Comirnaty,CZ080,"Moravskoslezský kraj",45-49,32,19,51
2021-02-17,Comirnaty,CZ080,"Moravskoslezský kraj",50-54,24,10,34
2021-02-17,Comirnaty,CZ080,"Moravskoslezský kraj",55-59,17,10,27
2021-02-17,Comirnaty,CZ080,"Moravskoslezský kraj",60-64,16,7,23
2021-02-17,Comirnaty,CZ080,"Moravskoslezský kraj",65-69,10,3,13
2021-02-17,Comirnaty,CZ080,"Moravskoslezský kraj",70-74,10,4,14
2021-02-17,Comirnaty,CZ080,"Moravskoslezský kraj",75-79,2,5,7
2021-02-17,Comirnaty,CZ080,"Moravskoslezský kraj",80+,404,430,834
2021-02-17,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",18-24,1,0,1
2021-02-17,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",25-29,1,0,1
2021-02-17,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",35-39,2,0,2
2021-02-17,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",40-44,4,0,4
2021-02-17,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",50-54,5,0,5
2021-02-17,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",55-59,5,0,5
2021-02-17,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",70-74,2,0,2
2021-02-17,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",75-79,1,0,1
2021-02-17,"COVID-19 Vaccine Moderna",CZ020,"Středočeský kraj",80+,135,0,135
2021-02-17,"COVID-19 Vaccine Moderna",CZ041,"Karlovarský kraj",18-24,2,0,2
2021-02-17,"COVID-19 Vaccine Moderna",CZ041,"Karlovarský kraj",25-29,3,0,3
2021-02-17,"COVID-19 Vaccine Moderna",CZ041,"Karlovarský kraj",30-34,1,0,1
2021-02-17,"COVID-19 Vaccine Moderna",CZ041,"Karlovarský kraj",35-39,1,0,1
2021-02-17,"COVID-19 Vaccine Moderna",CZ041,"Karlovarský kraj",40-44,1,0,1
2021-02-17,"COVID-19 Vaccine Moderna",CZ041,"Karlovarský kraj",45-49,1,0,1
2021-02-17,"COVID-19 Vaccine Moderna",CZ041,"Karlovarský kraj",50-54,5,0,5
2021-02-17,"COVID-19 Vaccine Moderna",CZ041,"Karlovarský kraj",55-59,2,0,2
2021-02-17,"COVID-19 Vaccine Moderna",CZ041,"Karlovarský kraj",60-64,4,0,4
2021-02-17,"COVID-19 Vaccine Moderna",CZ041,"Karlovarský kraj",65-69,7,0,7
2021-02-17,"COVID-19 Vaccine Moderna",CZ041,"Karlovarský kraj",70-74,6,0,6
2021-02-17,"COVID-19 Vaccine Moderna",CZ041,"Karlovarský kraj",75-79,10,0,10
2021-02-17,"COVID-19 Vaccine Moderna",CZ041,"Karlovarský kraj",80+,69,0,69
2021-02-17,"COVID-19 Vaccine Moderna",CZ042,"Ústecký kraj",18-24,1,0,1
2021-02-17,"COVID-19 Vaccine Moderna",CZ042,"Ústecký kraj",25-29,2,0,2
2021-02-17,"COVID-19 Vaccine Moderna",CZ042,"Ústecký kraj",30-34,5,0,5
2021-02-17,"COVID-19 Vaccine Moderna",CZ042,"Ústecký kraj",35-39,3,0,3
2021-02-17,"COVID-19 Vaccine Moderna",CZ042,"Ústecký kraj",40-44,5,0,5
2021-02-17,"COVID-19 Vaccine Moderna",CZ042,"Ústecký kraj",45-49,12,0,12
2021-02-17,"COVID-19 Vaccine Moderna",CZ042,"Ústecký kraj",50-54,8,0,8
2021-02-17,"COVID-19 Vaccine Moderna",CZ042,"Ústecký kraj",55-59,10,0,10
2021-02-17,"COVID-19 Vaccine Moderna",CZ042,"Ústecký kraj",60-64,3,0,3
2021-02-17,"COVID-19 Vaccine Moderna",CZ042,"Ústecký kraj",65-69,1,0,1
2021-02-17,"COVID-19 Vaccine Moderna",CZ042,"Ústecký kraj",80+,77,0,77
2021-02-17,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",18-24,1,0,1
2021-02-17,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",35-39,1,0,1
2021-02-17,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",40-44,1,0,1
2021-02-17,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",45-49,2,0,2
2021-02-17,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",50-54,1,0,1
2021-02-17,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",55-59,1,0,1
2021-02-17,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",60-64,6,0,6
2021-02-17,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",65-69,6,0,6
2021-02-17,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",70-74,14,0,14
2021-02-17,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",75-79,31,0,31
2021-02-17,"COVID-19 Vaccine Moderna",CZ051,"Liberecký kraj",80+,72,0,72
2021-02-17,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",18-24,1,0,1
2021-02-17,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",40-44,1,0,1
2021-02-17,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",45-49,1,0,1
2021-02-17,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",50-54,3,0,3
2021-02-17,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",55-59,1,0,1
2021-02-17,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",60-64,2,0,2
2021-02-17,"COVID-19 Vaccine Moderna",CZ053,"Pardubický kraj",75-79,1,0,1
2021-02-17,"COVID-19 Vaccine Moderna",CZ063,"Kraj Vysočina",35-39,2,0,2
2021-02-17,"COVID-19 Vaccine Moderna",CZ063,"Kraj Vysočina",40-44,1,0,1
2021-02-17,"COVID-19 Vaccine Moderna",CZ063,"Kraj Vysočina",80+,157,0,157
2021-02-17,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",18-24,7,0,7
2021-02-17,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",25-29,6,0,6
2021-02-17,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",30-34,4,0,4
2021-02-17,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",35-39,10,0,10
2021-02-17,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",40-44,12,0,12
2021-02-17,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",45-49,17,0,17
2021-02-17,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",50-54,18,0,18
2021-02-17,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",55-59,9,0,9
2021-02-17,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",60-64,6,0,6
2021-02-17,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",65-69,14,0,14
2021-02-17,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",70-74,16,0,16
2021-02-17,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",75-79,15,0,15
2021-02-17,"COVID-19 Vaccine Moderna",CZ064,"Jihomoravský kraj",80+,37,0,37
2021-02-17,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",30-34,1,0,1
2021-02-17,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",40-44,1,0,1
2021-02-17,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",45-49,2,0,2
2021-02-17,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",50-54,1,0,1
2021-02-17,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",55-59,1,0,1
2021-02-17,"COVID-19 Vaccine Moderna",CZ071,"Olomoucký kraj",80+,175,0,175
2021-02-17,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",18-24,1,0,1
2021-02-17,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",30-34,1,0,1
2021-02-17,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",35-39,1,0,1
2021-02-17,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",40-44,1,0,1
2021-02-17,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",60-64,2,0,2
2021-02-17,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",65-69,4,0,4
2021-02-17,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",70-74,9,0,9
2021-02-17,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",75-79,11,0,11
2021-02-17,"COVID-19 Vaccine Moderna",CZ072,"Zlínský kraj",80+,50,0,50
2021-02-17,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",18-24,2,19,21
2021-02-17,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",25-29,1,25,26
2021-02-17,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",30-34,0,39,39
2021-02-17,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",35-39,0,49,49
2021-02-17,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",40-44,0,72,72
2021-02-17,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",45-49,0,132,132
2021-02-17,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",50-54,2,134,136
2021-02-17,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",55-59,2,124,126
2021-02-17,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",60-64,0,95,95
2021-02-17,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",65-69,1,67,68
2021-02-17,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",70-74,4,89,93
2021-02-17,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",75-79,10,132,142
2021-02-17,"COVID-19 Vaccine Moderna",CZ080,"Moravskoslezský kraj",80+,100,495,595
2021-02-17,VAXZEVRIA,CZ010,"Hlavní město Praha",18-24,5,0,5
2021-02-17,VAXZEVRIA,CZ010,"Hlavní město Praha",25-29,4,0,4
2021-02-17,VAXZEVRIA,CZ010,"Hlavní město Praha",30-34,5,0,5
2021-02-17,VAXZEVRIA,CZ010,"Hlavní město Praha",35-39,5,0,5
2021-02-17,VAXZEVRIA,CZ010,"Hlavní město Praha",40-44,4,0,4
2021-02-17,VAXZEVRIA,CZ010,"Hlavní město Praha",45-49,10,0,10
2021-02-17,VAXZEVRIA,CZ010,"Hlavní město Praha",50-54,3,0,3
2021-02-17,VAXZEVRIA,CZ010,"Hlavní město Praha",55-59,4,0,4
2021-02-17,VAXZEVRIA,CZ010,"Hlavní město Praha",60-64,6,0,6
2021-02-17,VAXZEVRIA,CZ010,"Hlavní město Praha",65-69,5,0,5
2021-02-17,VAXZEVRIA,CZ010,"Hlavní město Praha",70-74,14,0,14
2021-02-17,VAXZEVRIA,CZ010,"Hlavní město Praha",75-79,9,0,9
2021-02-17,VAXZEVRIA,CZ010,"Hlavní město Praha",80+,63,0,63
2021-02-17,VAXZEVRIA,CZ020,"Středočeský kraj",25-29,1,0,1
2021-02-17,VAXZEVRIA,CZ020,"Středočeský kraj",30-34,1,0,1
2021-02-17,VAXZEVRIA,CZ020,"Středočeský kraj",35-39,3,0,3
2021-02-17,VAXZEVRIA,CZ020,"Středočeský kraj",40-44,4,0,4
2021-02-17,VAXZEVRIA,CZ020,"Středočeský kraj",45-49,7,0,7
2021-02-17,VAXZEVRIA,CZ020,"Středočeský kraj",50-54,7,0,7
2021-02-17,VAXZEVRIA,CZ020,"Středočeský kraj",55-59,10,0,10
2021-02-17,VAXZEVRIA,CZ020,"Středočeský kraj",60-64,12,0,12
2021-02-17,VAXZEVRIA,CZ020,"Středočeský kraj",65-69,26,0,26
2021-02-17,VAXZEVRIA,CZ020,"Středočeský kraj",70-74,28,0,28
2021-02-17,VAXZEVRIA,CZ020,"Středočeský kraj",75-79,40,0,40
2021-02-17,VAXZEVRIA,CZ020,"Středočeský kraj",80+,811,0,811
2021-02-17,VAXZEVRIA,CZ032,"Plzeňský kraj",25-29,5,0,5
2021-02-17,VAXZEVRIA,CZ032,"Plzeňský kraj",30-34,17,0,17
2021-02-17,VAXZEVRIA,CZ032,"Plzeňský kraj",35-39,17,0,17
2021-02-17,VAXZEVRIA,CZ032,"Plzeňský kraj",40-44,27,0,27
2021-02-17,VAXZEVRIA,CZ032,"Plzeňský kraj",45-49,20,0,20
2021-02-17,VAXZEVRIA,CZ032,"Plzeňský kraj",50-54,20,0,20
2021-02-17,VAXZEVRIA,CZ032,"Plzeňský kraj",55-59,13,0,13
2021-02-17,VAXZEVRIA,CZ032,"Plzeňský kraj",60-64,10,0,10
2021-02-17,VAXZEVRIA,CZ032,"Plzeňský kraj",65-69,3,0,3
2021-02-17,VAXZEVRIA,CZ032,"Plzeňský kraj",75-79,2,0,2
2021-02-17,VAXZEVRIA,CZ032,"Plzeňský kraj",80+,6,0,6
2021-02-17,VAXZEVRIA,CZ041,"Karlovarský kraj",25-29,1,0,1
2021-02-17,VAXZEVRIA,CZ041,"Karlovarský kraj",30-34,1,0,1
2021-02-17,VAXZEVRIA,CZ041,"Karlovarský kraj",45-49,1,0,1
2021-02-17,VAXZEVRIA,CZ041,"Karlovarský kraj",60-64,1,0,1
2021-02-17,VAXZEVRIA,CZ041,"Karlovarský kraj",80+,6,0,6
2021-02-17,VAXZEVRIA,CZ042,"Ústecký kraj",18-24,3,0,3
2021-02-17,VAXZEVRIA,CZ042,"Ústecký kraj",25-29,3,0,3
2021-02-17,VAXZEVRIA,CZ042,"Ústecký kraj",30-34,5,0,5
2021-02-17,VAXZEVRIA,CZ042,"Ústecký kraj",35-39,8,0,8
2021-02-17,VAXZEVRIA,CZ042,"Ústecký kraj",40-44,15,0,15
2021-02-17,VAXZEVRIA,CZ042,"Ústecký kraj",45-49,22,0,22
2021-02-17,VAXZEVRIA,CZ042,"Ústecký kraj",50-54,29,0,29
2021-02-17,VAXZEVRIA,CZ042,"Ústecký kraj",55-59,36,0,36
2021-02-17,VAXZEVRIA,CZ042,"Ústecký kraj",60-64,33,0,33
2021-02-17,VAXZEVRIA,CZ042,"Ústecký kraj",65-69,14,0,14
2021-02-17,VAXZEVRIA,CZ042,"Ústecký kraj",70-74,19,0,19
2021-02-17,VAXZEVRIA,CZ042,"Ústecký kraj",75-79,15,0,15
2021-02-17,VAXZEVRIA,CZ042,"Ústecký kraj",80+,5,0,5
2021-02-17,VAXZEVRIA,CZ052,"Královéhradecký kraj",18-24,3,0,3
2021-02-17,VAXZEVRIA,CZ052,"Královéhradecký kraj",25-29,7,0,7
2021-02-17,VAXZEVRIA,CZ052,"Královéhradecký kraj",30-34,4,0,4
2021-02-17,VAXZEVRIA,CZ052,"Královéhradecký kraj",35-39,13,0,13
2021-02-17,VAXZEVRIA,CZ052,"Královéhradecký kraj",40-44,23,0,23
2021-02-17,VAXZEVRIA,CZ052,"Královéhradecký kraj",45-49,29,0,29
2021-02-17,VAXZEVRIA,CZ052,"Královéhradecký kraj",50-54,35,0,35
2021-02-17,VAXZEVRIA,CZ052,"Královéhradecký kraj",55-59,25,0,25
2021-02-17,VAXZEVRIA,CZ052,"Královéhradecký kraj",60-64,10,0,10
2021-02-17,VAXZEVRIA,CZ052,"Královéhradecký kraj",65-69,3,0,3
2021-02-17,VAXZEVRIA,CZ052,"Královéhradecký kraj",70-74,1,0,1
2021-02-17,VAXZEVRIA,CZ052,"Královéhradecký kraj",75-79,1,0,1
2021-02-17,VAXZEVRIA,CZ063,"Kraj Vysočina",18-24,1,0,1
2021-02-17,VAXZEVRIA,CZ063,"Kraj Vysočina",25-29,3,0,3
2021-02-17,VAXZEVRIA,CZ063,"Kraj Vysočina",30-34,2,0,2
2021-02-17,VAXZEVRIA,CZ063,"Kraj Vysočina",35-39,6,0,6
2021-02-17,VAXZEVRIA,CZ063,"Kraj Vysočina",40-44,10,0,10
2021-02-17,VAXZEVRIA,CZ063,"Kraj Vysočina",45-49,6,0,6
2021-02-17,VAXZEVRIA,CZ063,"Kraj Vysočina",50-54,10,0,10
2021-02-17,VAXZEVRIA,CZ063,"Kraj Vysočina",55-59,7,0,7
2021-02-17,VAXZEVRIA,CZ063,"Kraj Vysočina",60-64,1,0,1
2021-02-17,VAXZEVRIA,CZ063,"Kraj Vysočina",80+,6,0,6
2021-02-17,VAXZEVRIA,CZ064,"Jihomoravský kraj",18-24,3,0,3
2021-02-17,VAXZEVRIA,CZ064,"Jihomoravský kraj",25-29,2,0,2
2021-02-17,VAXZEVRIA,CZ064,"Jihomoravský kraj",30-34,1,0,1
2021-02-17,VAXZEVRIA,CZ064,"Jihomoravský kraj",35-39,8,0,8
2021-02-17,VAXZEVRIA,CZ064,"Jihomoravský kraj",40-44,7,0,7
2021-02-17,VAXZEVRIA,CZ064,"Jihomoravský kraj",45-49,17,0,17
2021-02-17,VAXZEVRIA,CZ064,"Jihomoravský kraj",50-54,8,0,8
2021-02-17,VAXZEVRIA,CZ064,"Jihomoravský kraj",55-59,15,0,15
2021-02-17,VAXZEVRIA,CZ064,"Jihomoravský kraj",60-64,8,0,8
2021-02-17,VAXZEVRIA,CZ064,"Jihomoravský kraj",65-69,4,0,4
2021-02-17,VAXZEVRIA,CZ064,"Jihomoravský kraj",70-74,4,0,4
2021-02-17,VAXZEVRIA,CZ064,"Jihomoravský kraj",75-79,1,0,1
2021-02-17,VAXZEVRIA,CZ072,"Zlínský kraj",50-54,1,0,1
2021-02-17,VAXZEVRIA,CZ072,"Zlínský kraj",55-59,1,0,1
2021-02-17,VAXZEVRIA,CZ072,"Zlínský kraj",75-79,11,0,11
2021-02-17,VAXZEVRIA,CZ072,"Zlínský kraj",80+,272,0,272
2021-02-18,Comirnaty,CZ010,"Hlavní město Praha",18-24,38,16,54
2021-02-18,Comirnaty,CZ010,"Hlavní město Praha",25-29,44,20,64
2021-02-18,Comirnaty,CZ010,"Hlavní město Praha",30-34,42,35,77
2021-02-18,Comirnaty,CZ010,"Hlavní město Praha",35-39,37,33,70
2021-02-18,Comirnaty,CZ010,"Hlavní město Praha",40-44,37,50,87
2021-02-18,Comirnaty,CZ010,"Hlavní město Praha",45-49,47,46,93
2021-02-18,Comirnaty,CZ010,"Hlavní město Praha",50-54,95,41,136
2021-02-18,Comirnaty,CZ010,"Hlavní město Praha",55-59,92,51,143
2021-02-18,Comirnaty,CZ010,"Hlavní město Praha",60-64,96,35,131
2021-02-18,Comirnaty,CZ010,"Hlavní město Praha",65-69,102,31,133
2021-02-18,Comirnaty,CZ010,"Hlavní město Praha",70-74,56,21,77
2021-02-18,Comirnaty,CZ010,"Hlavní město Praha",75-79,38,31,69
2021-02-18,Comirnaty,CZ010,"Hlavní město Praha",80+,528,1320,1848
2021-02-18,Comirnaty,CZ020,"Středočeský kraj",18-24,4,16,20
2021-02-18,Comirnaty,CZ020,"Středočeský kraj",25-29,6,18,24
2021-02-18,Comirnaty,CZ020,"Středočeský kraj",30-34,6,13,19
2021-02-18,Comirnaty,CZ020,"Středočeský kraj",35-39,9,34,43
2021-02-18,Comirnaty,CZ020,"Středočeský kraj",40-44,13,57,70
2021-02-18,Comirnaty,CZ020,"Středočeský kraj",45-49,22,68,90
2021-02-18,Comirnaty,CZ020,"Středočeský kraj",50-54,18,48,66
2021-02-18,Comirnaty,CZ020,"Středočeský kraj",55-59,20,38,58
2021-02-18,Comirnaty,CZ020,"Středočeský kraj",60-64,14,31,45
2021-02-18,Comirnaty,CZ020,"Středočeský kraj",65-69,9,47,56
2021-02-18,Comirnaty,CZ020,"Středočeský kraj",70-74,6,20,26
2021-02-18,Comirnaty,CZ020,"Středočeský kraj",75-79,12,31,43
2021-02-18,Comirnaty,CZ020,"Středočeský kraj",80+,480,170,650
2021-02-18,Comirnaty,CZ031,"Jihočeský kraj",18-24,1,4,5
2021-02-18,Comirnaty,CZ031,"Jihočeský kraj",25-29,4,5,9
2021-02-18,Comirnaty,CZ031,"Jihočeský kraj",30-34,4,6,10
2021-02-18,Comirnaty,CZ031,"Jihočeský kraj",35-39,3,16,19
2021-02-18,Comirnaty,CZ031,"Jihočeský kraj",40-44,3,18,21
2021-02-18,Comirnaty,CZ031,"Jihočeský kraj",45-49,11,31,42
2021-02-18,Comirnaty,CZ031,"Jihočeský kraj",50-54,8,13,21
2021-02-18,Comirnaty,CZ031,"Jihočeský kraj",55-59,8,16,24
2021-02-18,Comirnaty,CZ031,"Jihočeský kraj",60-64,10,8,18
2021-02-18,Comirnaty,CZ031,"Jihočeský kraj",65-69,7,17,24
2021-02-18,Comirnaty,CZ031,"Jihočeský kraj",70-74,6,11,17
2021-02-18,Comirnaty,CZ031,"Jihočeský kraj",75-79,7,11,18
2021-02-18,Comirnaty,CZ031,"Jihočeský kraj",80+,1922,59,1981
2021-02-18,Comirnaty,CZ032,"Plzeňský kraj",18-24,4,9,13
2021-02-18,Comirnaty,CZ032,"Plzeňský kraj",25-29,7,11,18
2021-02-18,Comirnaty,CZ032,"Plzeňský kraj",30-34,10,12,22
2021-02-18,Comirnaty,CZ032,"Plzeňský kraj",35-39,7,25,32
2021-02-18,Comirnaty,CZ032,"Plzeňský kraj",40-44,24,47,71
2021-02-18,Comirnaty,CZ032,"Plzeňský kraj",45-49,25,49,74
2021-02-18,Comirnaty,CZ032,"Plzeňský kraj",50-54,19,46,65
2021-02-18,Comirnaty,CZ032,"Plzeňský kraj",55-59,26,57,83
2021-02-18,Comirnaty,CZ032,"Plzeňský kraj",60-64,14,38,52
2021-02-18,Comirnaty,CZ032,"Plzeňský kraj",65-69,9,34,43
2021-02-18,Comirnaty,CZ032,"Plzeňský kraj",70-74,14,35,49
2021-02-18,Comirnaty,CZ032,"Plzeňský kraj",75-79,8,32,40
2021-02-18,Comirnaty,CZ032,"Plzeňský kraj",80+,107,352,459
2021-02-18,Comirnaty,CZ041,"Karlovarský kraj",18-24,4,3,7
2021-02-18,Comirnaty,CZ041,"Karlovarský kraj",25-29,0,3,3
2021-02-18,Comirnaty,CZ041,"Karlovarský kraj",30-34,3,3,6
2021-02-18,Comirnaty,CZ041,"Karlovarský kraj",35-39,1,3,4
2021-02-18,Comirnaty,CZ041,"Karlovarský kraj",40-44,3,7,10
2021-02-18,Comirnaty,CZ041,"Karlovarský kraj",45-49,5,8,13
2021-02-18,Comirnaty,CZ041,"Karlovarský kraj",50-54,1,4,5
2021-02-18,Comirnaty,CZ041,"Karlovarský kraj",55-59,2,3,5
2021-02-18,Comirnaty,CZ041,"Karlovarský kraj",60-64,7,4,11
2021-02-18,Comirnaty,CZ041,"Karlovarský kraj",65-69,9,0,9
2021-02-18,Comirnaty,CZ041,"Karlovarský kraj",70-74,2,0,2
